"tiempo_residencia","max_personas","lugar_habitado","tipo_desague","material_piso","material_techo","material_paredes","problemas_plagas","plagas_cucarachas","plagas_roedores","plagas_otros","num_dormitorios","max_personas"
5,5,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",1,5
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
1,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,3
10,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
21,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
1,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
3,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,2
1,1,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,2
9,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
8,3,"Propio sin títulos","A cámara séptica","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
5,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
7,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,1
0,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
11,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
6,5,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",1,5
9,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
2,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,2
12,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
14,3,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,3
26,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
11,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
14,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,6
6,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
1,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,4
22,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,4
14,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
15,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,4
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
4,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
24,2,"Propio con algún comprobante de tenencia","A cámara séptica","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
16,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,4
6,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,2
10,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,3
5,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,NA,1,1
1,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",1,4
2,3,"Alquilado","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,3
3,2,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
3,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
10,2,"Propio sin títulos","Desagüe a red cloacal pública","Madera","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,2,3
0,2,"Alquilado","A cámara séptica","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
4,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
14,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,2
8,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,4
14,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Planchón (describir qué es)","No",NA,NA,NA,2,3
22,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
5,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
1,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Planchón (describir qué es)","Sí",NA,"Mosquitos",NA,1,2
10,2,"Propio sin títulos","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,3
31,3,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
5,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
20,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,8
19,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
6,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
20,1,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,1
8,1,"Propio sin títulos","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,1
2,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,7
11,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,7
10,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
1,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
37,3,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,6
6,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,2
15,2,"Propio sin títulos","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,2
7,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
15,3,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
35,3,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
20,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,7
45,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
10,2,"Ocupado/Tomado","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,2
25,5,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,5
35,1,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,2
13,2,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,4
14,4,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",4,10
14,4,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
4,3,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",1,3
15,2,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
6,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
6,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,4
15,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,5
1,1,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
16,2,"Ocupado/Tomado","A cámara séptica","Madera","Chapa","Chapa","No",NA,NA,NA,3,5
15,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,4,7
10,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
1,1,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,1
4,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",2,7
11,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,1
5,5,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,9
15,4,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
1,3,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
25,4,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,5,1
10,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,9
2,2,"Ocupado/Tomado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,4
20,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
20,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,1
2,3,"Prestado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
10,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
12,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
35,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
17,4,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Planchón (describir qué es)","Sí",NA,NA,"Ratas",1,4
40,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,9
24,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,3
39,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
12,1,"Propio sin títulos","No sabe","Sin piso/tierra","Lona","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,1
7,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,3
13,6,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,10
18,3,"Prestado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,5
1,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,5
0,3,"Alquilado","No sabe","Cerámico","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,1,3
3,1,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
8,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Sin piso/tierra","Lona","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",1,3
11,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
10,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
7,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,4
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,3
20,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,6
24,4,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,6
15,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
16,1,"Ocupado/Tomado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
10,2,"Ocupado/Tomado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,2,3
15,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
14,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",2,5
24,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Madera","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,2
15,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,5
27,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,1
10,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,4,5
5,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Trama en madera/tapial de madera","No",NA,NA,NA,2,3
6,1,"Alquilado","Desagüe a red cloacal informal/vecinal","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,1
20,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,5
22,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,3
5,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,2
14,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
8,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",1,3
10,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,6
20,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,4
2,2,"Alquilado","A cámara séptica","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,5
10,3,"Prestado","A pozo negro/ciego","Sin piso/tierra","Chapa","Chapa","Sí",NA,NA,"Ratas",2,4
15,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,1
15,4,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",3,8
19,1,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,2
20,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,5,5
15,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,1
6,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,5,6
10,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,1,1
12,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,5,8
12,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,4,5
20,2,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
1,2,"Prestado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Adobe","No",NA,NA,NA,2,2
35,2,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
7,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
1,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
30,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
8,2,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,4
1,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
16,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
2,4,"Alquilado","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
30,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
1,4,"Prestado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,4
3,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,4
15,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,7
14,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Chapa","No",NA,NA,NA,3,7
16,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,6
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,3,7
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,3,5
15,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,6
13,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,3
14,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,7
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,6
3,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,7
2,2,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
0,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,2
14,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
4,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,4
17,3,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
11,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
0,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,4
10,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
2,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,5
6,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
17,6,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,6
5,3,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
56,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,5,10
